damageType,peakAmplitude,energy,durationMs,riseTimeMs,dominantFrequencyHz,temperatureC,humidityPct,logEnergy,energyPerDuration,riseRatio,freqXRise,tempXHumidity
0,89.00176057500757,3.5805769291745557,1.0415660409303766,1.6809988798556628,419.3692337989793,37.809478364955226,20.13842835163142,1.521824957261589,3.437685934898773,1.6139148299747887,704.9592122620118,761.423471065209
0,66.46613472010394,9.017994534264975,3.2750135719895237,0.6654645523094964,228.02591002685034,39.9449938084325,27.861537943266548,2.3043829293438383,2.753574706191728,0.20319444108600632,151.74316013098348,1112.9289606371894
0,71.68934454263882,8.829789096334299,4.171070591748571,0.9853852817239527,470.7255626637181,21.65689849741888,68.57053964299944,2.2854174788255843,2.1169119299495547,0.23624277270044125,463.846041180054,1485.0252169616763
2,86.25249320976133,8.455186061279653,3.1582622452913287,1.937594822437044,137.90433756348776,27.14200041233371,46.671920255724416,2.246563380529137,2.677164023945617,0.613500296033306,267.20273045462426,1266.7692788252782
0,81.03976105466363,2.6725127542627103,4.141248894949374,0.15473011529040837,395.0934707075712,16.875874816781867,71.07661027350866,1.300876101970065,0.6453398049854188,0.037363152811007244,61.13285827307008,1199.4799773769241
2,54.07951685098612,1.2651812625230714,4.831413124965751,1.7177386741860194,109.05023115048147,28.14136980303362,40.426783902179636,0.8176547833369645,0.2618656756933904,0.35553545717500534,187.319799476107,1137.6650757385637
0,71.54004919476994,4.35060368439071,1.7143251863029998,0.5817143604701174,213.44352025090842,31.239691748865535,73.60400972558548,1.677209392746035,2.5377937156560906,0.33932556385326407,124.16316087924774,2299.3665753077917
0,73.38707248357596,2.5024206346590745,1.5782174881487028,1.8517544596970246,166.76627572427125,16.60935821218621,39.699860895028536,1.2534543393460462,1.585599357154818,1.1733202005442158,308.81019479948293,659.3892105794923
0,60.97766156315224,2.5229373275975435,1.341191634348045,0.7369980803784095,283.6009456237751,27.17841496050424,47.93090582612344,1.259295109702581,1.8811162126163623,0.5495098996324006,209.01335251822394,1302.6860479752334
0,55.50169398035465,8.0092377664733,1.1670652950734683,1.6609707393940425,304.4396594579049,38.17503984424435,61.854901572306055,2.198250469425966,6.862716079625268,1.4232029230973595,505.6653662706668,2361.3133320845964
2,80.03030991978146,3.6254793011184523,1.8594094111778228,0.4910314179104218,196.08482916623143,39.15930088380652,31.999175078727426,1.5315799982691538,1.9498015226361212,0.2640792366428775,96.28381169621746,1253.0653249414906
2,40.034056496885285,3.3486177213422033,1.5591637325047416,0.10855661061200067,238.58293573990954,32.771945230847805,74.45211316533238,1.469858029393842,2.147701137174841,0.06962489464631678,25.89975485378534,2439.9405749751554
0,51.30014554529926,6.001906718991084,0.7456247456043343,1.7808776887498212,423.6427264473295,38.27790014267633,65.49638626462732,1.9461825003916187,8.049500441574661,2.388436943983675,754.4558795311929,2507.0641331435622
2,64.32227041527145,9.971599819269416,3.7516227530839936,0.5073341780775827,165.85109389316975,26.70537892358837,40.520366413275624,2.3953100995036616,2.6579431023741225,0.13523059525655462,84.14192840355928,1082.111739189169
0,62.88669813067071,9.293780991139677,1.2156152271349252,1.209692270429957,306.3227499415317,36.14256557958684,24.889696810902507,2.33153992561466,7.645331173618253,0.9951276056989448,370.5562628611195,899.5774992440772
0,59.039263334161525,5.989945880127236,4.891067742316101,1.5562618340550138,392.1810182930517,15.163831077436713,73.87984473074405,1.9444728137446778,1.2246703983066847,0.31818447751003065,610.3363508103075,1120.3014855242557
0,73.65003970301913,8.395563015653519,3.568652314154068,0.20270792317005132,263.5210726981046,38.804920596023265,33.77590795242418,2.2402375582283054,2.352586432237977,0.056802373928686374,53.417809358176896,1310.671426152411
0,86.56908565546163,6.129387196212806,0.8899657028547352,0.39717231186682744,407.29370064089323,16.114954873152257,36.22445114689128,1.9642252834972989,6.887217312478025,0.446278222399831,161.7657806923391,583.7553955368616
2,45.347566792521356,8.974178616455161,3.8954242515694095,1.9048587785550137,493.0379807494765,23.75771433697086,48.14973771284326,2.2999996151704347,2.3037743867922975,0.4889990551831611,939.1677257916782,1143.927713981803
0,75.25039726783255,1.2531375348076048,4.791866294792216,1.0759003430098808,108.98778679224974,34.38564053412516,59.6867254756007,0.8123237047745,0.2615134600415522,0.22452636964832795,117.25999719366925,2052.3662868630163
0,41.41191595511545,7.021865038918763,0.6730306624035849,0.9541954770022534,147.44394078682714,30.713822695986778,67.65903149835532,2.0821709433368247,10.433202276166254,1.4177592943455928,140.69034141017852,2078.0674972226698
0,42.217443824844004,3.515391742416661,1.9773777787290967,0.7131086827314924,142.63602871017798,29.958378851731116,42.08369348817058,1.5074919477599669,1.7778048181951753,0.3606335068606985,101.71499054356636,1260.759232998744
0,44.10204134288733,7.6912432043217684,4.9872133966515975,0.863482971677617,190.19780569381024,19.421232323662327,43.662291433010054,2.162315990531952,1.542192521676664,0.17313936721804551,164.23256646705326,847.9755057039396
0,82.21218659494329,0.28927085504812267,1.8502711239859453,1.986902898514858,482.7374919776762,21.509631640782896,34.286862019113435,0.2540768299267849,0.15633971221739715,1.0738441911337695,959.1525220322378,737.4977721494797
2,54.23144400775589,2.9467199089614717,1.9799651728408454,1.7311485210899267,456.7799926763139,23.916416650299816,27.812483907686754,1.3728848311430735,1.4882685561249196,0.8743328139484808,790.7540087850683,665.1749532159952
2,42.447159666208485,4.959561862764943,2.0013936435260757,0.3057331256833359,175.88427421550165,32.276589412554884,69.83251717796027,1.7849969654161462,2.4780541693073115,0.1527601162681281,53.77364891445028,2253.9554845982093
0,81.78652658415578,1.13279780478147,2.629992744799373,0.5870057476504067,396.9287956040612,36.532219265856575,66.97668540398999,0.757434641175775,0.4307227869816366,0.22319671748569253,232.9994844275374,2446.806956878858
2,62.56682194990677,8.479915505393286,1.888751520280267,1.034212652057834,371.3919614203036,32.93233164732276,77.50809182953594,2.2491754032940126,4.489693543243303,0.5475641665688084,384.09826537345293,2552.5221854814254
0,54.6696370654604,0.8692154320064991,2.3913127392230287,0.1773977660943582,413.37037513343296,28.737676898540848,50.808872314841295,0.6255187877519003,0.36348881421880413,0.07418426004454659,73.33098111825784,1460.1289561631263
0,76.03120821601675,0.9996058583486279,0.9949559494549562,1.2621279616878853,299.1478223454521,37.86194797484514,60.23306050687714,0.6929500903132525,1.0046734821739787,1.268526473337124,377.5628312602351,2280.5410032770815
2,74.98714336826849,4.87618117468171,2.212233909372122,1.9856932603598498,210.3725324467002,15.118688689828206,26.769590241241836,1.7709070908318296,2.2041887858348903,0.8975964304441165,417.7353198442464,404.72110121159847
2,78.00813358027698,4.157173902017174,2.483439165651111,1.9732974496353863,188.8658371740908,38.10396531995873,40.45577278680978,1.6403887360471265,1.673958420047403,0.7945825599146598,372.68847481888554,1541.52536326073
0,88.053353936804,8.289819807462456,3.4508426892794484,0.8026122175006625,213.63671114715578,19.77578567954407,47.196161542397164,2.228919156239621,2.4022595504616895,0.2325844119159925,171.4674344733672,933.3411755595864
